systematic	common	init_type	n_symbols_in_scf	human_symbols_used	sources
YKL196C	YKT6	ortholog	1	YKT6	InParanoid,OMA
YKL197C	PEX1	random	0		
YKL198C	PTK1	random	0		
YKL201C	MNN4	random	0		
YKL202W		random	0		
YKL203C	TOR2	ortholog	1	MTOR	InParanoid,OMA
YKL204W	EAP1	random	0		
YKL205W	LOS1	ortholog	1	XPOT	InParanoid,OMA
YKL206C	ADD66	random	0		
YKL207W	EMC3	ortholog	1	EMC3	InParanoid,OMA
YKL208W	CBT1	random	0		
YKL209C	STE6	ortholog	4	ABCB1,ABCB11,ABCB4,ABCB5	InParanoid,OMA
YKL210W	UBA1	ortholog	1	UBA1	InParanoid,OMA
YKL211C	TRP3	random	0		
YKL212W	SAC1	ortholog	1	SACM1L	InParanoid,OMA
YKL213C	DOA1	ortholog	1	PLAA	InParanoid
YKL214C	YRA2	random	0		
YKL215C	OXP1	ortholog	1	OPLAH	InParanoid,OMA
YKL216W	URA1	ortholog	1	DHODH	InParanoid,OMA
YKL217W	JEN1	random	0		
YKL218C	SRY1	ortholog	1	SRR	InParanoid,OMA
YKL219W	COS9	random	0		
YKL220C	FRE2	random	0		
YKL221W	MCH2	ortholog	14	SLC16A1,SLC16A10,SLC16A11,SLC16A12,SLC16A13,SLC16A14,SLC16A2,SLC16A3,SLC16A4,SLC16A5,SLC16A6,SLC16A7,SLC16A8,SLC16A9	InParanoid,OMA
YKL222C		random	0		
YKL223W		random	0		
YKL224C	PAU16	random	0		
YKL225W		random	0		
YKR001C	VPS1	random	0		
YKR002W	PAP1	ortholog	3	PAPOLA,PAPOLB,PAPOLG	InParanoid,OMA
YKR003W	OSH6	ortholog	3	OSBPL10,OSBPL11,OSBPL9	InParanoid
YKR004C	ECM9	random	0		
YKR005C		random	0		
YKR006C	MRPL13	random	0		
YKR007W	MEH1	random	0		
YKR008W	RSC4	ortholog	2	CAMK1G,CAMKV	OrthoDB
YKR009C	FOX2	ortholog	1	HSD17B4	InParanoid,OMA
YKR010C	TOF2	random	0		
YKR011C		random	0		
YKR012C		random	0		
YKR013W	PRY2	random	0		
YKR014C	YPT52	ortholog	3	RAB5A,RAB5B,RAB5C	OMA
YKR015C		random	0		
YKR016W	MIC60	random	0		
YKR017C	HEL1	ortholog	2	ARIH1,ARIH2	InParanoid,OMA
YKR018C		ortholog	3	TTC39A,TTC39B,TTC39C	InParanoid
YKR019C	IRS4	random	0		
YKR020W	VPS51	random	0		
YKR021W	ALY1	random	0		
YKR022C	NTR2	random	0		
YKR023W	RQT4	random	0		
YKR024C	DBP7	ortholog	1	DDX31	InParanoid
YKR025W	RPC37	random	0		
YKR026C	GCN3	ortholog	1	EIF2B1	InParanoid,OMA
YKR027W	BCH2	random	0		
YKR028W	SAP190	ortholog	3	PPP6R1,PPP6R2,PPP6R3	InParanoid
YKR029C	SET3	random	0		
YKR030W	GMH1	ortholog	1	UNC50	InParanoid,OMA
YKR031C	SPO14	random	0		
YKR032W		random	0		
YKR033C		random	0		
YKR034W	DAL80	random	0		
YKR035C	OPI8	random	0		
YKR035W-A	DID2	ortholog	2	CHMP1A,CHMP1B	InParanoid,OMA
YKR036C	CAF4	random	0		
YKR037C	SPC34	random	0		
YKR038C	KAE1	ortholog	1	OSGEP	InParanoid,OMA
YKR039W	GAP1	ortholog	2	SLC7A14,SLC7A4	InParanoid,OMA
YKR040C		random	0		
YKR041W		random	0		
YKR042W	UTH1	random	0		
YKR043C	SHB17	ortholog	3	BPGM,PGAM4,TIGAR	OrthoDB
YKR044W	UIP5	random	0		
YKR045C		random	0		
YKR046C	PET10	random	0		
YKR047W		random	0		
YKR048C	NAP1	ortholog	4	NAP1L1,NAP1L2,NAP1L3,NAP1L4	InParanoid,OMA,OrthoDB
YKR049C	FMP46	random	0		
YKR050W	TRK2	random	0		
YKR051W	HFL1	ortholog	3	TMEM184A,TMEM184B,TMEM184C	InParanoid
YKR052C	MRS4	ortholog	2	SLC25A28,SLC25A37	InParanoid,OMA
YKR053C	YSR3	ortholog	2	SGPP1,SGPP2	InParanoid
YKR054C	DYN1	ortholog	1	DYNC1H1	InParanoid,OMA
YKR055W	RHO4	random	0		
YKR056W	TRM2	random	0		
YKR057W	RPS21A	ortholog	1	RPS21	InParanoid,OMA
YKR058W	GLG1	ortholog	2	GYG1,GYG2	InParanoid
YKR059W	TIF1; TIF2	ortholog	3	EIF4A1,EIF4A2,EIF4A3	InParanoid,OMA
YKR060W	UTP30	random	0		
YKR061W	KTR2	random	0		
YKR062W	TFA2	ortholog	1	GTF2E2	InParanoid
YKR063C	LAS1	random	0		
YKR064W	OAF3	random	0		
YKR065C	PAM17	random	0		
YKR066C	CCP1	random	0		
YKR067W	GPT2	random	0		
YKR068C	BET3	ortholog	2	TRAPPC3,TRAPPC3L	InParanoid,OMA
YKR069W	MET1	random	0		
YKR070W		ortholog	1	HDHD5	InParanoid,OMA
YKR071C	DRE2	ortholog	1	CIAPIN1	InParanoid
YKR072C	SIS2	random	0		
YKR073C		random	0		
YKR074W	AIM29	ortholog	1	C2orf76	InParanoid,OMA
YKR075C		random	0		
YKR075W-A		random	0		
YKR076W	ECM4	random	0		
YKR077W	MSA2	random	0		
YKR078W		random	0		
YKR079C	TRZ1	ortholog	1	ELAC2	InParanoid,OMA
YKR080W	MTD1	ortholog	2	MTHFD2,MTHFD2L	InParanoid,OMA
YKR081C	RPF2	ortholog	1	RPF2	InParanoid,OMA
YKR082W	NUP133	random	0		
YKR083C	DAD2	random	0		
YKR084C	HBS1	random	0		
YKR085C	MRPL20	random	0		
YKR086W	PRP16	ortholog	8	DHX16,DHX33,DHX34,DHX35,DHX38,DHX40,DHX8,DQX1	InParanoid,OrthoDB
YKR087C	OMA1	ortholog	1	OMA1	InParanoid
YKR088C	TVP38	random	0		
YKR089C	TGL4	random	0		
YKR090W	PXL1	random	0		
YKR091W	SRL3	random	0		
YKR092C	SRP40	ortholog	1	TGOLN2	OMA
YKR093W	PTR2	ortholog	4	SLC15A1,SLC15A2,SLC15A3,SLC15A4	InParanoid,OMA
YKR094C	RPL40B	ortholog	1	UBA52	InParanoid,OMA
YKR095W	MLP1	ortholog	1	TPR	InParanoid,OMA
YKR095W-A	PCC1	ortholog	1	LAGE3	InParanoid
YKR096W	ESL2	random	0		
YKR097W	PCK1	random	0		
YKR098C	UBP11	random	0		
YKR099W	BAS1	random	0		
YKR100C	SKG1	random	0		
YKR101W	SIR1	random	0		
YKR102W	FLO10	random	0		
YKR103W	NFT1	random	0		
YKR104W		random	0		
YKR105C	VBA5	random	0		
YKR106W	GEX2	random	0		
YLL001W	DNM1	ortholog	1	DNM1L	InParanoid
YLL002W	RTT109	random	0		
YLL003W	SFI1	random	0		
YLL004W	ORC3	random	0		
YLL005C	SPO75	random	0		
YLL006W	MMM1	random	0		
YLL006W-A		random	0		
YLL007C	LMO1	random	0		
YLL008W	DRS1	ortholog	1	DDX27	InParanoid,OMA
YLL009C	COX17	ortholog	1	COX17	InParanoid,OMA
YLL010C	PSR1	random	0		OrthoDB
YLL011W	SOF1	ortholog	1	DCAF13	InParanoid,OMA
YLL012W	YEH1	random	0		
YLL013C	PUF3	random	0		
YLL014W	EMC6	random	0		
YLL015W	BPT1	random	0		
YLL016W	SDC25	random	0		
YLL017W		random	0		
YLL018C	DPS1	ortholog	1	DARS1	InParanoid,OMA
YLL018C-A	COX19	ortholog	1	COX19	InParanoid
YLL019C	KNS1	ortholog	6	CLK1,CLK2,CLK3,CLK4,DYRK2,DYRK4	InParanoid,OrthoDB
YLL019W-A		random	0		
YLL020C		random	0		
YLL021W	SPA2	random	0		
YLL022C	HIF1	random	0		
YLL023C	POM33	random	0		
YLL024C	SSA2	ortholog	6	HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA6,HSPA8	InParanoid,OMA
YLL025W	PAU17	random	0		
YLL026W	HSP104	random	0		
YLL027W	ISA1	random	0		
YLL028W	TPO1	random	0		
YLL029W	FRA1	ortholog	2	XPNPEP1,XPNPEP2	InParanoid
YLL030C	RRT7	random	0		
YLL031C	GPI13	ortholog	1	PIGO	InParanoid
YLL032C		random	0		
YLL033W	IRC19	random	0		
YLL034C	RIX7	ortholog	1	NVL	InParanoid,OMA
YLL035W	GRC3	random	0		
YLL036C	PRP19	random	0		
YLL037W		random	0		
YLL038C	ENT4	random	0		
YLL039C	UBI4	ortholog	4	FAM72B,FAM72C,FAM72D,UBC	InParanoid,OrthoDB
YLL040C	VPS13	ortholog	2	VPS13A,VPS13C	InParanoid,OMA
YLL041C	SDH2	ortholog	1	SDHB	InParanoid,OMA
YLL042C	ATG10	random	0		
YLL043W	FPS1	random	0		OrthoDB
YLL044W		random	0		
YLL045C	RPL8B	ortholog	1	RPL7A	InParanoid,OMA
YLL046C	RNP1	ortholog	3	SRSF4,SRSF5,SRSF6	OrthoDB
YLL047W		random	0		
YLL048C	YBT1	random	0		
YLL049W	LDB18	random	0		
YLL050C	COF1	ortholog	3	CFL1,CFL2,DSTN	InParanoid,OMA
YLL051C	FRE6	random	0		
YLL052C	AQY2	random	0		
YLL053C		random	0		
YLL054C		random	0		
YLL055W	YCT1	random	0		
YLL056C		random	0		
YLL057C	JLP1	random	0		
YLL058W	HSU1	random	0		
YLL059C		random	0		
YLL060C	GTT2	ortholog	3	GSTT2,GSTT2B,GSTT4	InParanoid
YLL061W	MMP1	ortholog	2	SLC7A14,SLC7A4	InParanoid,OrthoDB
YLL062C	MHT1	ortholog	2	BHMT,BHMT2	InParanoid
YLL063C	AYT1	random	0		
YLL064C	PAU18	random	0		
YLL065W		random	0		
YLL066C		random	0		
YLL066W-A		random	0		
YLL066W-B		random	0		
YLL067C		random	0		
YLL067W-A		random	0		
YLR001C		random	0		
YLR002C	NOC3	ortholog	1	NOC3L	InParanoid,OMA
YLR003C	CMS1	random	0		
YLR004C	THI73	random	0		
YLR005W	SSL1	ortholog	2	GTF2H2,GTF2H2C	InParanoid,OMA
YLR006C	SSK1	random	0		
YLR007W	NSE1	ortholog	1	NSMCE1	InParanoid
YLR008C	PAM18	random	0		
YLR009W	RLP24	ortholog	1	RSL24D1	InParanoid,OMA
YLR010C	TEN1	random	0		
YLR011W	LOT6	random	0		
YLR012C		random	0		
YLR013W	GAT3	random	0		
YLR014C	PPR1	random	0		
YLR015W	BRE2	random	0		
YLR016C	PML1	random	0		
YLR017W	MEU1	ortholog	1	MTAP	InParanoid,OMA
YLR018C	POM34	random	0		
YLR019W	PSR2	random	0		OrthoDB
YLR020C	YEH2	random	0		
YLR021W	IRC25	random	0		
YLR022C	SDO1	ortholog	1	SBDS	InParanoid
YLR023C	IZH3	random	0		
YLR024C	UBR2	random	0		
YLR025W	SNF7	ortholog	3	CHMP4A,CHMP4B,CHMP4C	InParanoid,OMA,OrthoDB
YLR026C	SED5	ortholog	1	STX5	InParanoid,OMA
YLR027C	AAT2	ortholog	2	GOT1,GOT2	InParanoid,OMA
YLR028C	ADE16	ortholog	1	ATIC	InParanoid,OMA
YLR029C	RPL15A	ortholog	1	RPL15	InParanoid,OMA
YLR030W		random	0		
YLR031W		random	0		
YLR032W	RAD5	ortholog	1	HLTF	InParanoid
YLR033W	RSC58	random	0		
YLR034C	SMF3	ortholog	2	SLC11A1,SLC11A2	InParanoid,OMA
YLR035C	MLH2	random	0		
YLR035C-A	TY1B-LR1	random	0		
YLR035C-B	TY1A-LR1	random	0		
YLR036C		random	0		
YLR037C	PAU23	random	0		
YLR038C	COX12	ortholog	2	COX6B1,COX6B2	InParanoid,OMA
YLR039C	RIC1	random	0		
YLR040C	AFB1	random	0		
YLR041W		random	0		
YLR042C		random	0		
YLR043C	TRX1	ortholog	2	TXN,TXNDC8	InParanoid,OMA
YLR044C	PDC1	random	0		
YLR045C	STU2	random	0		
YLR046C		random	0		
YLR047C	FRE8	random	0		
YLR048W	RPS0B	ortholog	1	RPSA	InParanoid,OMA
YLR049C		random	0		
YLR050C	EMA19	ortholog	1	TMEM97	InParanoid
YLR051C	FCF2	random	0		
YLR052W	IES3	random	0		
YLR053C		random	0		
YLR054C	OSW2	random	0		
YLR055C	SPT8	random	0		
YLR056W	ERG3	ortholog	1	SC5D	InParanoid,OMA
YLR057W	MNL2	random	0		
YLR058C	SHM2	ortholog	2	SHMT1,SHMT2	InParanoid,OMA
YLR059C	REX2	ortholog	1	REXO2	InParanoid,OMA
YLR060W	FRS1	ortholog	1	FARSB	InParanoid,OMA
YLR061W	RPL22A	ortholog	2	RPL22,RPL22L1	InParanoid,OMA
YLR062C	BUD28	random	0		
YLR063W	BMT6	random	0		
YLR064W	PER33	random	0		
YLR065C	ENV10	random	0		
YLR066W	SPC3	ortholog	1	SPCS3	InParanoid
YLR067C	PET309	random	0		
YLR068W	FYV7	random	0		
YLR069C	MEF1	ortholog	1	GFM1	InParanoid,OMA
YLR070C	XYL2	ortholog	1	SORD	InParanoid,OMA
YLR071C	RGR1	random	0		
YLR072W	LAM6	ortholog	3	GRAMD1A,GRAMD1B,GRAMD1C	InParanoid
YLR073C	RFU1	random	0		
YLR074C	BUD20	ortholog	1	ZNF593	InParanoid
YLR075W	RPL10	ortholog	2	RPL10,RPL10L	InParanoid,OMA
YLR076C		random	0		
YLR077W	FMP25	random	0		
YLR078C	BOS1	random	0		
YLR079W	SIC1	random	0		
YLR080W	EMP46	random	0		
YLR081W	GAL2	ortholog	12	SLC2A1,SLC2A10,SLC2A12,SLC2A13,SLC2A2,SLC2A3,SLC2A4,SLC2A5,SLC2A6,SLC2A7,SLC2A8,SLC2A9	OMA
YLR082C	SRL2	random	0		
YLR083C	EMP70	ortholog	2	TM9SF2,TM9SF4	InParanoid,OMA
YLR084C	RAX2	random	0		
YLR085C	ARP6	ortholog	1	ACTR6	InParanoid
YLR086W	SMC4	ortholog	1	SMC4	InParanoid,OMA
YLR087C	CSF1	random	0		
YLR088W	GAA1	ortholog	1	GPAA1	InParanoid,OMA
YLR089C	ALT1	ortholog	2	GPT,GPT2	InParanoid,OMA
YLR090W	XDJ1	ortholog	1	DNAJB13	OrthoDB
YLR091W	GEP5	random	0		
YLR092W	SUL2	ortholog	1	SLC26A11	InParanoid
YLR093C	NYV1	random	0		
YLR094C	GIS3	random	0		
YLR095C	IOC2	random	0		
YLR096W	KIN2	ortholog	1	AAK1	OMA
YLR097C	HRT3	ortholog	1	FBXO9	InParanoid
YLR098C	CHA4	random	0		
YLR099C	ICT1	ortholog	2	ABHD4,ABHD5	InParanoid,OMA
YLR099W-A	MIM2	random	0		
YLR100W	ERG27	ortholog	1	HSD17B7	InParanoid,OMA
YLR101C		random	0		
YLR102C	APC9	random	0		
YLR103C	CDC45	ortholog	1	CDC45	InParanoid
YLR104W	LCL2	random	0		
YLR105C	SEN2	random	0		
YLR106C	MDN1	ortholog	1	MDN1	InParanoid,OMA
YLR107W	REX3	random	0		
YLR108C		random	0		
YLR109W	AHP1	ortholog	1	PRDX5	InParanoid,OMA
YLR110C	CCW12	random	0		
YLR111W		random	0		
YLR112W		random	0		
YLR113W	HOG1	ortholog	6	MAPK1,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3	InParanoid,OMA
YLR114C	AVL9	ortholog	1	AVL9	InParanoid,OMA
YLR115W	CFT2	ortholog	1	CPSF2	InParanoid
YLR116W	MSL5	ortholog	1	SF1	OMA
YLR117C	CLF1	ortholog	1	CRNKL1	InParanoid,OMA
YLR118C		ortholog	2	LYPLA1,LYPLA2	InParanoid,OMA
YLR119W	SRN2	random	0		
YLR120C	YPS1	random	0		
YLR120W-A		random	0		
YLR121C	YPS3	random	0		
YLR122C		random	0		
YLR123C		random	0		
YLR124W		random	0		
YLR125W		random	0		
YLR126C		random	0		
YLR127C	APC2	ortholog	1	ANAPC2	InParanoid
YLR128W	DCN1	ortholog	5	DCUN1D1,DCUN1D2,DCUN1D3,DCUN1D4,DCUN1D5	InParanoid,OMA
YLR129W	DIP2	ortholog	1	WDR3	InParanoid,OMA
YLR130C	ZRT2	random	0		
YLR131C	ACE2	random	0		
YLR132C	USB1	random	0		
YLR133W	CKI1	ortholog	4	CHKA,CHKB,ETNK1,ETNK2	InParanoid
YLR134W	PDC5	random	0		
YLR135W	SLX4	random	0		
YLR136C	TIS11	random	0		
YLR137W	RKM5	random	0		
YLR138W	NHA1	random	0		
YLR139C	SLS1	random	0		
YLR140W		random	0		
YLR141W	RRN5	random	0		
YLR142W	PUT1	random	0		
YLR143W	DPH6	random	0		
YLR144C	ACF2	random	0		
YLR145W	RMP1	random	0		
YLR146C	SPE4	random	0		
YLR146W-A		random	0		
YLR147C	SMD3	ortholog	1	SNRPD3	InParanoid,OMA
YLR148W	PEP3	ortholog	1	VPS18	InParanoid,OMA
YLR149C		random	0		
YLR149C-A		random	0		
YLR150W	STM1	random	0		
YLR151C	PCD1	random	0		
YLR152C		random	0		
YLR153C	ACS2	ortholog	2	ACSS1,ACSS2	InParanoid,OMA
YLR154C	RNH203	random	0		
YLR154C-G		random	0		
YLR154C-H		random	0		
YLR154W-A	ART2	random	0		
YLR154W-B		random	0		
YLR154W-C	TAR1	random	0		
YLR154W-E	ART3	random	0		
YLR154W-F		random	0		
YLR155C	ASP3-1	random	0		
YLR156C-A		random	0		
YLR156W		random	0		
YLR157C	ASP3-2	random	0		
YLR157C-A	TY1A-LR2	random	0		
YLR157C-B	TY1B-LR2	random	0		
YLR157C-C		random	0		
YLR157W-D		random	0		
YLR157W-E		random	0		
YLR158C	ASP3-3	random	0		
YLR159C-A		random	0		
YLR159W		random	0		
YLR160C	ASP3-4	random	0		
YLR161W		random	0		
YLR162W		random	0		
YLR162W-A	RRT15	random	0		
YLR163C	MAS1	ortholog	2	PMPCB,UQCRC1	InParanoid,OMA
YLR163W-A		random	0		
YLR164W	SHH4	random	0		
YLR165C	PUS5	ortholog	2	RPUSD3,RPUSD4	InParanoid
YLR166C	SEC10	ortholog	1	EXOC5	InParanoid,OMA
YLR167W	RPS31	ortholog	1	RPS27A	InParanoid,OMA
YLR168C	UPS2	ortholog	3	PRELID1,PRELID3A,PRELID3B	InParanoid,OMA
YLR169W		random	0		
YLR170C	APS1	ortholog	4	AP1S1,AP1S2,AP1S3,AP2S1	InParanoid,OMA,OrthoDB
YLR171W		random	0		
YLR172C	DPH5	ortholog	1	DPH5	InParanoid,OMA
YLR173W		random	0		
YLR174W	IDP2	ortholog	2	IDH1,IDH2	InParanoid,OMA
YLR175W	CBF5	ortholog	1	DKC1	InParanoid,OMA
YLR176C	RFX1	ortholog	1	RFX2	OMA
YLR177W		random	0		
YLR178C	TFS1	ortholog	1	PEBP1	InParanoid
YLR179C		ortholog	1	PEBP1	InParanoid
YLR180W	SAM1	ortholog	2	MAT1A,MAT2A	InParanoid,OMA
YLR181C	VTA1	ortholog	1	VTA1	InParanoid
YLR182W	SWI6	random	0		
YLR183C	TOS4	random	0		
YLR184W		random	0		
YLR185W	RPL37A	ortholog	1	RPL37	InParanoid,OMA
YLR186W	EMG1	ortholog	1	EMG1	InParanoid,OMA
YLR187W	SKG3	random	0		
YLR188W	MDL1	ortholog	2	ABCB10,ABCB9	InParanoid,OMA
YLR189C	ATG26	random	0		
YLR190W	MMR1	random	0		
YLR191W	PEX13	ortholog	1	PEX13	InParanoid,OMA
YLR192C	HCR1	ortholog	1	EIF3J	OMA
YLR193C	UPS1	ortholog	3	PRELID1,PRELID3A,PRELID3B	InParanoid,OMA
YLR194C	NCW2	random	0		
YLR195C	NMT1	ortholog	2	NMT1,NMT2	InParanoid,OMA
YLR196W	PWP1	ortholog	1	PWP1	InParanoid,OMA
YLR197W	NOP56	ortholog	1	NOP56	InParanoid,OMA
YLR198C		random	0		
YLR199C	PBA1	random	0		
YLR200W	YKE2	ortholog	1	PFDN6	InParanoid,OMA
YLR201C	COQ9	ortholog	1	COQ9	InParanoid
YLR202C		random	0		
YLR203C	MSS51	random	0		
YLR204W	QRI5	random	0		
YLR205C	HMX1	ortholog	2	HMOX1,HMOX2	InParanoid
YLR206W	ENT2	ortholog	4	ENTHD1,EPN1,EPN2,EPN3	OrthoDB
YLR207W	HRD3	ortholog	2	SEL1L,SEL1L2	InParanoid,OMA
YLR208W	SEC13	ortholog	1	SEC13	InParanoid,OMA
YLR209C	PNP1	ortholog	1	PNP	InParanoid,OMA
YLR210W	CLB4	random	0		
YLR211C	ATG38	random	0		
YLR212C	TUB4	ortholog	2	TUBG1,TUBG2	InParanoid,OMA
YLR213C	CRR1	random	0		
YLR214W	FRE1	random	0		
YLR215C	CDC123	ortholog	1	CDC123	InParanoid,OMA
YLR216C	CPR6	ortholog	1	PPID	InParanoid,OMA
YLR217W		random	0		
YLR218C	COA4	random	0		
YLR219W	MSC3	random	0		
YLR220W	CCC1	random	0		
YLR221C	RSA3	random	0		
YLR222C	UTP13	ortholog	1	TBL3	InParanoid,OMA
YLR222C-A		random	0		
YLR223C	IFH1	random	0		
YLR224W	UCC1	random	0		
YLR225C		random	0		
YLR226W	BUR2	random	0		
YLR227C	ADY4	random	0		
YLR227W-A	TY1A-LR3	random	0		
YLR227W-B	TY1B-LR3	random	0		
YLR228C	ECM22	random	0		
YLR229C	CDC42	ortholog	10	CDC42,RAC1,RAC2,RAC3,RHOC,RHOF,RHOG,RHOH,RHOJ,RHOQ	InParanoid,OrthoDB
YLR230W		random	0		
YLR231C	BNA5	ortholog	1	KYNU	InParanoid,OMA
YLR232W		random	0		
YLR233C	EST1	random	0		
YLR234W	TOP3	ortholog	1	TOP3A	InParanoid
YLR235C		random	0		
YLR236C		random	0		
YLR237W	THI7	random	0		
YLR238W	FAR10	random	0		
YLR239C	LIP2	ortholog	1	LIPT2	InParanoid
YLR240W	VPS34	ortholog	1	PIK3C3	InParanoid
YLR241W	CSC1	ortholog	3	TMEM63A,TMEM63B,TMEM63C	InParanoid,OMA
YLR242C	ARV1	random	0		
YLR243W	GPN3	ortholog	1	GPN3	InParanoid,OMA
YLR244C	MAP1	ortholog	1	METAP1	InParanoid,OMA
YLR245C	CDD1	ortholog	1	CDA	InParanoid,OMA
YLR246W	ERF2	ortholog	3	ZDHHC14,ZDHHC18,ZDHHC9	InParanoid,OMA
YLR247C	IRC20	random	0		
YLR248W	RCK2	random	0		
YLR249W	YEF3	random	0		
YLR250W	SSP120	random	0		
YLR251W	SYM1	ortholog	1	MPV17	InParanoid,OMA
YLR252W		random	0		
YLR253W	MCP2	ortholog	2	ADCK1,ADCK5	InParanoid,OMA
YLR254C	NDL1	random	0		
YLR255C		random	0		
YLR256W	HAP1	random	0		
YLR256W-A	TY1A-LR4	random	0		
YLR256W-B/YLR256W-C	TY1B-LR4	random	0		
YLR257W		random	0		
YLR258W	GSY2	ortholog	2	GYS1,GYS2	InParanoid,OMA
YLR259C	HSP60	ortholog	1	HSPD1	InParanoid,OMA
YLR260W	LCB5	ortholog	2	SPHK1,SPHK2	InParanoid
YLR261C	VPS63	random	0		
YLR262C	YPT6	ortholog	5	RAB41,RAB6A,RAB6B,RAB6C,RAB6D	InParanoid,OMA
YLR262C-A	TMA7	ortholog	1	TMA7	InParanoid,OMA
YLR263W	RED1	random	0		
YLR264C-A		random	0		
YLR264W	RPS28B	ortholog	1	RPS28	InParanoid,OMA
YLR265C	NEJ1	random	0		
YLR266C	PDR8	random	0		
YLR267W	BOP2	random	0		
YLR268W	SEC22	ortholog	1	SEC22B	InParanoid,OMA
YLR269C		random	0		
YLR270W	DCS1	ortholog	1	DCPS	InParanoid,OMA
YLR271W		ortholog	1	GPATCH11	InParanoid,OMA
YLR272C	YCS4	ortholog	1	NCAPD2	InParanoid,OMA
YLR273C	PIG1	random	0		
YLR274W	MCM5	ortholog	1	MCM5	InParanoid,OMA
YLR275W	SMD2	ortholog	1	SNRPD2	InParanoid
YLR276C	DBP9	ortholog	1	DDX56	InParanoid,OMA
YLR277C	YSH1	ortholog	1	CPSF3	InParanoid
YLR278C		random	0		
YLR279W		random	0		
YLR280C		random	0		
YLR281C		random	0		
YLR282C		random	0		
YLR283W		random	0		
YLR284C	ECI1	ortholog	2	CDYL2,ECI2	InParanoid
YLR285C-A		random	0		
YLR285W	NNT1	random	0		
YLR286C	CTS1	random	0		
YLR286W-A		random	0		
YLR287C		random	0		
YLR287C-A	RPS30A	random	0		
YLR288C	MEC3	random	0		
YLR289W	GUF1	ortholog	1	GUF1	InParanoid,OMA
YLR290C	COQ11	random	0		
YLR291C	GCD7	ortholog	1	EIF2B2	InParanoid,OMA
YLR292C	SEC72	random	0		
YLR293C	GSP1	ortholog	4	RAB7A,RAB7B,RAB9A,RAN	InParanoid,OMA,OrthoDB
YLR294C		random	0		
YLR295C	ATP14	random	0		
YLR296W		random	0		
YLR297W		random	0		
YLR298C	YHC1	random	0		
YLR299C-A		random	0		
YLR299W	ECM38	ortholog	2	GGT1,GGT5	InParanoid,OMA
YLR300W	EXG1	random	0		
YLR301W	HRI1	random	0		
YLR302C		random	0		
YLR303W	MET17	random	0		
YLR304C	ACO1	ortholog	1	ACO2	InParanoid,OMA
YLR305C	STT4	ortholog	1	PI4KA	InParanoid
YLR306W	UBC12	ortholog	1	UBE2M	InParanoid,OMA
YLR307C-A		random	0		
YLR307W	CDA1	random	0		
YLR308W	CDA2	random	0		
YLR309C	IMH1	ortholog	2	ERC2,GOLGA6L22	OMA
YLR310C	CDC25	random	0		
YLR311C		random	0		
YLR312C	ATG39	random	0		
YLR312W-A	MRPL15	random	0		
YLR313C	SPH1	random	0		
YLR314C	CDC3	ortholog	13	SEPTIN1,SEPTIN10,SEPTIN11,SEPTIN12,SEPTIN14,SEPTIN2,SEPTIN3,SEPTIN4,SEPTIN5,SEPTIN6,SEPTIN7,SEPTIN8,SEPTIN9	InParanoid,OMA,OrthoDB
YLR315W	NKP2	random	0		
YLR316C	TAD3	ortholog	1	ADAT3	InParanoid
YLR317W		random	0		
YLR318W	EST2	ortholog	1	TERT	InParanoid
YLR319C	BUD6	random	0		
YLR320W	MMS22	random	0		
YLR321C	SFH1	random	0		
YLR322W	VPS65	random	0		
YLR323C	CWC24	ortholog	2	RNF113A,RNF113B	InParanoid
YLR324W	PEX30	random	0		
YLR325C	RPL38	ortholog	1	RPL38	InParanoid,OMA
YLR326W		random	0		
YLR327C	TMA10	random	0		
YLR328W	NMA1	ortholog	2	NMNAT1,NMNAT3	InParanoid
YLR329W	REC102	random	0		
YLR330W	CHS5	random	0		
YLR331C	JIP3	random	0		
YLR332W	MID2	random	0		
YLR333C	RPS25B	ortholog	1	RPS25	InParanoid,OMA
YLR334C		random	0		
YLR335W	NUP2	random	0		
YLR336C	SGD1	random	0		
YLR337C	VRP1	random	0		
YLR338W	OPI9	random	0		
YLR339C		random	0		
YLR340W	RPP0	ortholog	1	RPLP0	InParanoid,OMA
YLR341W	SPO77	random	0		
YLR342W	FKS1	random	0		
YLR342W-A		random	0		
YLR343W	GAS2	random	0		
YLR344W	RPL26A	ortholog	2	RPL26,RPL26L1	InParanoid,OMA
YLR345W		random	0		
YLR346C	CIS1	random	0		
YLR347C	KAP95	ortholog	1	KPNB1	InParanoid,OMA
YLR347W-A		random	0		
YLR348C	DIC1	ortholog	4	SLC25A10,SLC25A11,UCP1,UCP3	InParanoid,OMA
YLR349W		random	0		
YLR350W	ORM2	ortholog	3	ORMDL1,ORMDL2,ORMDL3	InParanoid,OMA
YLR351C	NIT3	ortholog	1	NIT2	InParanoid,OMA
YLR352W		random	0		
YLR353W	BUD8	random	0		
YLR354C	TAL1	ortholog	1	TALDO1	InParanoid,OMA
YLR355C	ILV5	random	0		
YLR356W	ATG33	random	0		
YLR357W	RSC2	random	0		
YLR358C		random	0		
YLR359W	ADE13	ortholog	1	ADSL	InParanoid,OMA
YLR360W	VPS38	random	0		
YLR361C	DCR2	random	0		
YLR361C-A		random	0		
YLR362W	STE11	random	0		
