target_id	target_family	membership_sources	uniprot_entries	gene_aliases	protein_name	protein_length	keywords	is_calibration_control	ranking_bonus
MFSD8	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	MFSD8_HUMAN	CLN7	Major facilitator superfamily domain-containing protein 8 (Ceroid-lipofuscinosis neuronal protein 7)		Alternative splicing;Chloride;Chloride channel;Disease variant;Endosome;Glycoprotein;Ion channel;Ion transport;Lysosome;Membrane;Neurodegeneration;Neuronal ceroid lipofuscinosis;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
MLNR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O43193	GPR38;MTLR;MTLR1	Motilin receptor (G protein-coupled receptor 38)	412		False	0.0
MRGPRD	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8TDS7	MRGD	Mas-related G protein-coupled receptor member D (Beta-alanine receptor) (G protein-coupled receptor TGR7)	321		False	0.0
MRGPRE	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q86SM8	GPR167;MRGE	Mas-related G protein-coupled receptor member E (G protein-coupled receptor 167)	312		False	0.0
MRGPRF	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q96AM1	GPR140;GPR168;MRGF;PSEC0142	Mas-related G protein-coupled receptor member F (Mas-related gene F protein) (G protein-coupled receptor 140) (G protein-coupled receptor 168)	343		False	0.0
MRGPRG	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q86SM5	GPR169;MRGG	Mas-related G protein-coupled receptor member G (G protein-coupled receptor 169)	289		False	0.0
MRGPRX1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q96LB2	MRGX1;SNSR3;SNSR4	Mas-related G protein-coupled receptor member X1 (Sensory neuron-specific G protein-coupled receptor 3/4)	322		False	0.0
MRGPRX2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q96LB1	MRGX2	Mas-related G protein-coupled receptor member X2	330		False	0.0
MRGPRX3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q96LB0	MRGX3;SNSR1;SNSR2	Mas-related G protein-coupled receptor member X3 (Sensory neuron-specific G protein-coupled receptor 1/2)	322		False	0.0
MRGPRX4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q96LA9	MRGX4;SNSR5;SNSR6	Mas-related G protein-coupled receptor member X4 (Sensory neuron-specific G protein-coupled receptor 5/6)	322		False	0.0
MTNR1A	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P48039		Melatonin receptor type 1A (Mel-1A-R) (Mel1a receptor)	350		False	0.0
MTNR1B	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P49286		Melatonin receptor type 1B (Mel-1B-R) (Mel1b receptor)	362		False	0.0
NALCN	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	NALCN_HUMAN	VGCNL1	Sodium leak channel NALCN (CanIon) (Sodium leak channel non-selective protein) (Voltage gated channel-like protein 1)		3D-structure;Alternative splicing;Cell membrane;Coiled coil;Disease variant;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Neurodegeneration;Proteomics identification;Reference proteome;Repeat;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
NMBR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P28336		Neuromedin-B receptor (NMB-R) (Epididymis tissue protein Li 185a) (Neuromedin-B-preferring bombesin receptor)	390		False	0.0
NMUR1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9HB89	GPR66;NMU1	Neuromedin-U receptor 1 (NMU-R1) (hNmU-R1) (G protein-coupled receptor 66) (G protein-coupled receptor FM-3) (FM-3) (hFM-3)	426		False	0.0
NMUR2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9GZQ4	NMU2;NMU2R;TGR1	Neuromedin-U receptor 2 (NMU-R2) (G protein-coupled receptor FM-4) (G protein-coupled receptor TGR-1) (TGR-1)	415		False	0.0
NOX5	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	NOX5_HUMAN		NADPH oxidase 5 (EC 1.-.-.-) (EC 1.6.3.-)		3D-structure;Alternative splicing;Angiogenesis;Calcium;Cell membrane;Electron transport;Endoplasmic reticulum;FAD;Flavoprotein;Ion channel;Ion transport;Membrane;Metal-binding;NADP;Oxidoreductase;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	False	0.0
NPBWR1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P48145	GPR7	Neuropeptides B/W receptor type 1 (G protein-coupled receptor 7)	328		False	0.0
NPBWR2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P48146	GPR8	Neuropeptides B/W receptor type 2 (G protein-coupled receptor 8)	333		False	0.0
NPFFR1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9GZQ6	GPR147;NPFF1	Neuropeptide FF receptor 1 (G protein-coupled receptor 147) (RFamide-related peptide receptor OT7T022)	430		False	0.0
NPFFR2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9Y5X5	GPR74;NPFF2;NPGPR	Neuropeptide FF receptor 2 (G protein-coupled receptor 74) (G protein-coupled receptor HLWAR77) (Neuropeptide G protein-coupled receptor)	522		False	0.0
NPSR1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q6W5P4	GPR154;GPRA;PGR14	Neuropeptide S receptor (G protein-coupled receptor 154) (G protein-coupled receptor PGR14) (G protein-coupled receptor for asthma susceptibility)	371		False	0.0
NPY1R	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P25929	NPYR;NPYY1	Neuropeptide Y receptor type 1 (NPY1-R)	384		False	0.0
NPY2R	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P49146		Neuropeptide Y receptor type 2 (NPY2-R) (NPY-Y2 receptor) (Y2 receptor)	381		False	0.0
NPY4R	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P50391	PPYR1	Neuropeptide Y receptor type 4 (NPY4-R) (Pancreatic polypeptide receptor 1) (PP1)	375		False	0.0
NPY4R2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P0DQD5		Neuropeptide Y receptor type 4-2	375		False	0.0
NPY5R	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q15761	NPYR5	Neuropeptide Y receptor type 5 (NPY5-R) (NPY-Y5 receptor) (NPYY5-R) (Y5 receptor)	445		False	0.0
NPY6RP	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q99463	NPY1RL;NPY6R;Y2B	Putative neuropeptide Y receptor type 6 (NPY6-R) (NPY Y1-like receptor) (Putative pancreatic polypeptide receptor 2) (PP2)	290		False	0.0
NTSR1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P30989	NTRR	Neurotensin receptor type 1 (NT-R-1) (NTR1) (High-affinity levocabastine-insensitive neurotensin receptor) (NTRH)	418		False	0.0
NTSR2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O95665		Neurotensin receptor type 2 (NT-R-2) (NTR2) (Levocabastine-sensitive neurotensin receptor)	410		False	0.0
OPN1LW	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P04000	RCP	Long-wave-sensitive opsin 1 (Red cone photoreceptor pigment) (Red-sensitive opsin) (ROP)	364		False	0.0
OPN1MW	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P04001	GCP	Medium-wave-sensitive opsin 1 (Green cone photoreceptor pigment) (Green-sensitive opsin) (GOP)	364		False	0.0
OPN1MW2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P0DN77		Medium-wave-sensitive opsin 2 (Green cone photoreceptor pigment) (Green-sensitive opsin) (GOP) (Opsin 1 cone pigments medium-wave-sensitive 2)	364		False	0.0
OPN1MW3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P0DN78		Medium-wave-sensitive opsin 3 (Green cone photoreceptor pigment) (Green-sensitive opsin) (GOP) (opsin 1 cone pigments medium-wave-sensitive 3)	364		False	0.0
OPN1SW	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P03999	BCP	Short-wave-sensitive opsin 1 (Blue cone photoreceptor pigment) (Blue-sensitive opsin) (BOP)	345		False	0.0
OPN3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9H1Y3	ECPN	Opsin-3 (Encephalopsin) (Panopsin)	402		False	0.0
OPN4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9UHM6	MOP	Melanopsin (Opsin-4)	478		False	0.0
OPN5	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q6U736	GPR136;PGR12;TMEM13	Opsin-5 (G protein-coupled receptor 136) (G protein-coupled receptor PGR12) (Neuropsin) (Transmembrane protein 13)	354		False	0.0
OPRD1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P41143	OPRD	Delta-type opioid receptor (D-OR-1) (DOR-1)	372		False	0.0
OPRK1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P41145	OPRK	Kappa-type opioid receptor (K-OR-1) (KOR-1)	380		False	0.0
OPRL1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P41146	OOR;ORL1	Nociceptin receptor (Kappa-type 3 opioid receptor) (KOR-3) (Orphanin FQ receptor)	370		False	0.0
OPRM1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P35372	MOR1	Mu-type opioid receptor (M-OR-1) (MOR-1) (Mu opiate receptor) (Mu opioid receptor) (MOP) (hMOP)	400		False	0.0
OR10A2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9H208	OR10A2P	Olfactory receptor 10A2 (HP4) (Olfactory receptor OR11-86)	303		False	0.0
OR10A3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P58181		Olfactory receptor 10A3 (HTPCRX12) (Olfactory receptor OR11-97)	314		False	0.0
OR10A4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9H209	OR10A4P	Olfactory receptor 10A4 (HP2) (Olfactory receptor-like protein JCG5)	315		False	0.0
OR10A5	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9H207	OR10A1	Olfactory receptor 10A5 (HP3) (Olfactory receptor 10A1) (Olfactory receptor 11-403) (OR11-403) (Olfactory receptor-like protein JCG6)	317		False	0.0
OR10A6	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NH74		Olfactory receptor 10A6 (Olfactory receptor OR11-96)	314		False	0.0
OR10A7	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGE5		Olfactory receptor 10A7 (Olfactory receptor OR12-6)	316		False	0.0
OR10AC1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NH08	OR10AC1P	Olfactory receptor 10AC1 (Olfactory receptor OR7-5)	325		False	0.0
OR10AD1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGE0	OR10AD1P	Olfactory receptor 10AD1 (Olfactory receptor OR12-1)	317		False	0.0
OR10AG1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NH19		Olfactory receptor 10AG1 (Olfactory receptor OR11-160)	301		False	0.0
OR10C1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q96KK4	OR10C2	Olfactory receptor 10C1 (Hs6M1-17) (Olfactory receptor 10C2)	312		False	0.0
OR10D3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NH80	OR10D3P	Olfactory receptor 10D3 (HTPCRX09) (Olfactory receptor OR11-293)	312		False	0.0
OR10D4P	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGN7	OR10D4	Putative olfactory receptor 10D4	298		False	0.0
OR10G2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGC3		Olfactory receptor 10G2	310		False	0.0
OR10G3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGC4		Olfactory receptor 10G3 (Olfactory receptor OR14-40)	313		False	0.0
OR10G4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGN3		Olfactory receptor 10G4 (Olfactory receptor OR11-278)	311		False	0.0
OR10G6	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NH81	OR10G6P	Olfactory receptor 10G6 (Olfactory receptor OR11-280)	332		False	0.0
OR10G7	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGN6		Olfactory receptor 10G7 (Olfactory receptor OR11-283)	311		False	0.0
OR10G8	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGN5		Olfactory receptor 10G8 (Olfactory receptor OR11-282)	311		False	0.0
OR10G9	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGN4	OR10G10P	Olfactory receptor 10G9 (Olfactory receptor 10G10)	311		False	0.0
OR10H1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9Y4A9		Olfactory receptor 10H1 (Olfactory receptor OR19-27)	318		False	0.0
OR10H2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O60403		Olfactory receptor 10H2 (Olfactory receptor OR19-23)	315		False	0.0
OR10H3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O60404		Olfactory receptor 10H3 (Olfactory receptor OR19-24)	316		False	0.0
OR10H4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGA5		Olfactory receptor 10H4 (Olfactory receptor OR19-28)	316		False	0.0
OR10H5	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGA6		Olfactory receptor 10H5 (Olfactory receptor OR19-25) (Olfactory receptor OR19-26)	315		False	0.0
OR10J1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P30954		Olfactory receptor 10J1 (Olfactory receptor OR1-26) (Olfactory receptor-like protein HGMP07J)	320		False	0.0
OR10J3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q5JRS4	OR10J3P	Olfactory receptor 10J3	329		False	0.0
OR10J4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P0C629	OR10J4P	Olfactory receptor 10J4	311		False	0.0
OR10J5	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NHC4		Olfactory receptor 10J5 (Olfactory receptor OR1-28)	309		False	0.0
OR10J6P	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGY7	OR10J6	Putative olfactory receptor 10J6	276		False	0.0
OR10K1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGX5		Olfactory receptor 10K1 (Olfactory receptor OR1-6)	313		False	0.0
OR10K2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q6IF99		Olfactory receptor 10K2 (Olfactory receptor OR1-4)	312		False	0.0
OR10P1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGE3	OR10P1P;OR10P2P;OR10P3P	Olfactory receptor 10P1 (Olfactory receptor 10P2) (Olfactory receptor 10P3) (Olfactory receptor OR12-7)	313		False	0.0
OR10Q1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGQ4		Olfactory receptor 10Q1 (Olfactory receptor OR11-233)	319		False	0.0
OR10R2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGX6		Olfactory receptor 10R2 (Olfactory receptor OR1-8)	335		False	0.0
OR10S1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGN2		Olfactory receptor 10S1 (Olfactory receptor OR11-279)	331		False	0.0
OR10T2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGX3		Olfactory receptor 10T2 (Olfactory receptor OR1-3)	314		False	0.0
OR10V1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGI7		Olfactory receptor 10V1 (Olfactory receptor OR11-256)	309		False	0.0
OR10W1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGF6	OR10W1P;UNQ6469/PRO34070	Olfactory receptor 10W1 (Olfactory receptor OR11-236)	305		False	0.0
OR10X1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGY0	OR10X1P	Olfactory receptor 10X1 (Olfactory receptor OR1-14)	326		False	0.0
OR10Z1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGY1		Olfactory receptor 10Z1 (Olfactory receptor OR1-15)	313		False	0.0
OR11A1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9GZK7	OR11A2	Olfactory receptor 11A1 (Hs6M1-18) (Olfactory receptor 11A2) (Olfactory receptor OR6-30)	315		False	0.0
OR11G2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGC1		Olfactory receptor 11G2 (Olfactory receptor OR14-34)	345		False	0.0
OR11H1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NG94		Olfactory receptor 11H1 (Olfactory receptor OR22-1)	326		False	0.0
OR11H12	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	B2RN74		Olfactory receptor 11H12	326		False	0.0
OR11H2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NH07	C14orf15;OR11H2P	Olfactory receptor 11H2 (Olfactory receptor OR14-1)	326		False	0.0
OR11H4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGC9		Olfactory receptor 11H4 (Olfactory receptor OR14-36)	324		False	0.0
OR11H6	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGC7		Olfactory receptor 11H6 (Olfactory receptor OR14-35)	330		False	0.0
OR11H7	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGC8	OR11H7P	Olfactory receptor 11H7 (Olfactory receptor OR14-32)	314		False	0.0
OR11L1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGX0		Olfactory receptor 11L1	322		False	0.0
OR12D1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P0DN82	OR12D1P	Olfactory receptor 12D1	320		False	0.0
OR12D2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P58182		Olfactory receptor 12D2 (Hs6M1-20) (Olfactory receptor OR6-28)	307		False	0.0
OR12D3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9UGF7		Olfactory receptor 12D3 (Hs6M1-27) (Olfactory receptor OR6-27)	316		False	0.0
